,poa_global,poa_direct,poa_diffuse,temp_air,wind_speed
2016-01-01 00:00:00+07:00,0.0,0.0,0.0,-36.19,4.8
2016-01-01 01:00:00+07:00,0.0,0.0,0.0,-35.08,4.5
2016-01-01 02:00:00+07:00,0.0,0.0,0.0,-33.96,4.2
2016-01-01 03:00:00+07:00,0.0,0.0,0.0,-32.84,3.9
2016-01-01 04:00:00+07:00,0.0,0.0,0.0,-31.72,3.6
2016-01-01 05:00:00+07:00,0.0,0.0,0.0,-30.6,3.3
2016-01-01 06:00:00+07:00,0.0,0.0,0.0,-29.49,3.1
2016-01-01 07:00:00+07:00,0.0,0.0,0.0,-28.37,2.8
2016-01-01 08:00:00+07:00,0.0,-0.0,0.0,-27.25,2.5
2016-01-01 09:00:00+07:00,0.0,-0.0,0.0,-26.13,2.2
2016-01-01 10:00:00+07:00,0.0,-0.0,0.0,-25.01,1.9
2016-01-01 11:00:00+07:00,11.89319921878713,11.863954774177001,0.02924444461012775,-23.9,1.6
2016-01-01 12:00:00+07:00,319.7449935910636,293.7393047078079,26.005688883255658,-22.78,1.3
2016-01-01 13:00:00+07:00,175.5635927678014,125.59932612399902,49.96426664380237,-21.66,1.0
2016-01-01 14:00:00+07:00,8.21039999552655,0.0,8.21039999552655,-20.54,0.7
2016-01-01 15:00:00+07:00,408.62189611822026,392.18322944906834,16.438666669151914,-22.03,0.8
2016-01-01 16:00:00+07:00,12.585073920172968,12.55582947556284,0.02924444461012775,-22.11,0.8
2016-01-01 17:00:00+07:00,0.0,-0.0,0.0,-22.19,0.8
2016-01-01 18:00:00+07:00,0.0,-0.0,0.0,-22.27,0.8
2016-01-01 19:00:00+07:00,0.0,0.0,0.0,-23.21,1.0
2016-01-01 20:00:00+07:00,0.0,0.0,0.0,-24.14,1.3
2016-01-01 21:00:00+07:00,0.0,0.0,0.0,-25.08,1.6
2016-01-01 22:00:00+07:00,0.0,0.0,0.0,-24.92,1.5
2016-01-01 23:00:00+07:00,0.0,0.0,0.0,-24.76,1.3
2016-01-02 00:00:00+07:00,0.0,0.0,0.0,-24.6,1.2
2016-01-02 01:00:00+07:00,0.0,0.0,0.0,-24.56,1.6
2016-01-02 02:00:00+07:00,0.0,0.0,0.0,-24.5,2.1
2016-01-02 03:00:00+07:00,0.0,0.0,0.0,-24.45,2.5
2016-01-02 04:00:00+07:00,0.0,0.0,0.0,-24.27,2.5
2016-01-02 05:00:00+07:00,0.0,0.0,0.0,-24.08,2.4
2016-01-02 06:00:00+07:00,0.0,0.0,0.0,-23.9,2.4
2016-01-02 07:00:00+07:00,0.0,0.0,0.0,-25.29,2.3
2016-01-02 08:00:00+07:00,0.0,-0.0,0.0,-26.68,2.2
2016-01-02 09:00:00+07:00,0.0,-0.0,0.0,-28.07,2.1
2016-01-02 10:00:00+07:00,0.0,-0.0,0.0,-27.22,2.3
2016-01-02 11:00:00+07:00,11.683785279124612,11.654540834514483,0.02924444461012775,-26.38,2.4
2016-01-02 12:00:00+07:00,147.5333196847392,111.42851970114187,36.10479998359735,-25.53,2.6
2016-01-02 13:00:00+07:00,20.982133321901184,0.0,20.982133321901184,-25.44,2.4
2016-01-02 14:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-25.36,2.3
2016-01-02 15:00:00+07:00,409.1871997964177,392.71928868265564,16.467911113762042,-25.28,2.1
2016-01-02 16:00:00+07:00,12.078153069239308,12.04890862462918,0.02924444461012775,-25.65,2.2
2016-01-02 17:00:00+07:00,0.0,-0.0,0.0,-26.02,2.3
2016-01-02 18:00:00+07:00,0.0,-0.0,0.0,-26.39,2.5
2016-01-02 19:00:00+07:00,0.0,0.0,0.0,-26.65,2.2
2016-01-02 20:00:00+07:00,0.0,0.0,0.0,-26.91,1.9
2016-01-02 21:00:00+07:00,0.0,0.0,0.0,-27.17,1.7
2016-01-02 22:00:00+07:00,0.0,0.0,0.0,-27.38,1.4
2016-01-02 23:00:00+07:00,0.0,0.0,0.0,-27.59,1.2
2016-01-03 00:00:00+07:00,0.0,0.0,0.0,-27.8,0.9
2016-01-03 01:00:00+07:00,0.0,0.0,0.0,-28.05,1.3
2016-01-03 02:00:00+07:00,0.0,0.0,0.0,-28.3,1.6
2016-01-03 03:00:00+07:00,0.0,0.0,0.0,-28.55,1.9
2016-01-03 04:00:00+07:00,0.0,0.0,0.0,-28.28,2.1
2016-01-03 05:00:00+07:00,0.0,0.0,0.0,-28.02,2.2
2016-01-03 06:00:00+07:00,0.0,0.0,0.0,-27.76,2.4
2016-01-03 07:00:00+07:00,0.0,0.0,0.0,-27.71,2.4
2016-01-03 08:00:00+07:00,0.0,-0.0,0.0,-27.66,2.5
2016-01-03 09:00:00+07:00,0.0,-0.0,0.0,-27.62,2.6
2016-01-03 10:00:00+07:00,0.0,-0.0,0.0,-26.53,2.4
2016-01-03 11:00:00+07:00,11.45854405712358,11.429299612513452,0.02924444461012775,-25.45,2.3
2016-01-03 12:00:00+07:00,58.371772573334944,24.50092814661862,33.870844426716324,-24.36,2.2
2016-01-03 13:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-23.98,2.3
2016-01-03 14:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-23.59,2.4
2016-01-03 15:00:00+07:00,415.43733532457884,398.9109353215965,16.5264000029823,-23.21,2.5
2016-01-03 16:00:00+07:00,11.58499242566315,11.555747981053022,0.02924444461012775,-23.22,2.5
2016-01-03 17:00:00+07:00,0.0,-0.0,0.0,-23.23,2.5
2016-01-03 18:00:00+07:00,0.0,-0.0,0.0,-23.23,2.5
2016-01-03 19:00:00+07:00,0.0,0.0,0.0,-22.97,2.2
2016-01-03 20:00:00+07:00,0.0,0.0,0.0,-22.7,2.0
2016-01-03 21:00:00+07:00,0.0,0.0,0.0,-22.44,1.7
2016-01-03 22:00:00+07:00,0.0,0.0,0.0,-22.54,1.7
2016-01-03 23:00:00+07:00,0.0,0.0,0.0,-22.65,1.7
2016-01-04 00:00:00+07:00,0.0,0.0,0.0,-22.75,1.6
2016-01-04 01:00:00+07:00,0.0,0.0,0.0,-22.93,1.7
2016-01-04 02:00:00+07:00,0.0,0.0,0.0,-23.11,1.7
2016-01-04 03:00:00+07:00,0.0,0.0,0.0,-23.28,1.8
2016-01-04 04:00:00+07:00,0.0,0.0,0.0,-23.32,1.8
2016-01-04 05:00:00+07:00,0.0,0.0,0.0,-23.36,1.8
2016-01-04 06:00:00+07:00,0.0,0.0,0.0,-23.4,1.8
2016-01-04 07:00:00+07:00,0.0,0.0,0.0,-23.48,1.9
2016-01-04 08:00:00+07:00,0.0,-0.0,0.0,-23.56,2.1
2016-01-04 09:00:00+07:00,0.0,-0.0,0.0,-23.64,2.3
2016-01-04 10:00:00+07:00,0.0,-0.0,0.0,-22.94,2.1
2016-01-04 11:00:00+07:00,5.4735999970177005,0.0,5.4735999970177005,-22.25,2.0
2016-01-04 12:00:00+07:00,72.09240891739546,36.338542269119635,35.75386664827582,-21.56,1.8
2016-01-04 13:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-21.22,1.9
2016-01-04 14:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-20.88,2.0
2016-01-04 15:00:00+07:00,421.1383366810582,404.55344778885564,16.584888892202553,-20.54,2.0
2016-01-04 16:00:00+07:00,11.111072291567135,11.081827846957006,0.02924444461012775,-20.21,2.3
2016-01-04 17:00:00+07:00,0.0,-0.0,0.0,-19.88,2.5
2016-01-04 18:00:00+07:00,0.0,-0.0,0.0,-19.55,2.7
2016-01-04 19:00:00+07:00,0.0,0.0,0.0,-19.75,2.9
2016-01-04 20:00:00+07:00,0.0,0.0,0.0,-19.95,3.1
2016-01-04 21:00:00+07:00,0.0,0.0,0.0,-20.15,3.4
2016-01-04 22:00:00+07:00,0.0,0.0,0.0,-19.95,3.4
2016-01-04 23:00:00+07:00,0.0,0.0,0.0,-19.76,3.4
2016-01-05 00:00:00+07:00,0.0,0.0,0.0,-19.57,3.4
2016-01-05 01:00:00+07:00,0.0,0.0,0.0,-19.53,3.3
2016-01-05 02:00:00+07:00,0.0,0.0,0.0,-19.49,3.2
2016-01-05 03:00:00+07:00,0.0,0.0,0.0,-19.45,3.1
2016-01-05 04:00:00+07:00,0.0,0.0,0.0,-19.49,3.0
2016-01-05 05:00:00+07:00,0.0,0.0,0.0,-19.53,2.9
2016-01-05 06:00:00+07:00,0.0,0.0,0.0,-19.57,2.8
2016-01-05 07:00:00+07:00,0.0,0.0,0.0,-21.25,2.7
2016-01-05 08:00:00+07:00,0.0,-0.0,0.0,-22.93,2.7
2016-01-05 09:00:00+07:00,0.0,-0.0,0.0,-24.61,2.6
2016-01-05 10:00:00+07:00,0.0,-0.0,0.0,-23.64,2.9
2016-01-05 11:00:00+07:00,7.298133329356934,0.0,7.298133329356934,-22.68,3.1
2016-01-05 12:00:00+07:00,91.51527340135911,53.849140086913685,37.66613331444543,-21.71,3.3
2016-01-05 13:00:00+07:00,15.508533324883484,0.0,15.508533324883484,-21.45,3.2
2016-01-05 14:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-21.2,3.1
2016-01-05 15:00:00+07:00,427.21817330837206,409.6625288607796,17.555644447592428,-20.95,3.1
2016-01-05 16:00:00+07:00,218.5470715663155,212.48858267709525,6.058488889220255,-21.14,3.2
2016-01-05 17:00:00+07:00,0.0,-0.0,0.0,-21.33,3.3
2016-01-05 18:00:00+07:00,0.0,-0.0,0.0,-21.51,3.4
2016-01-05 19:00:00+07:00,0.0,0.0,0.0,-21.94,3.4
2016-01-05 20:00:00+07:00,0.0,0.0,0.0,-22.37,3.4
2016-01-05 21:00:00+07:00,0.0,0.0,0.0,-22.8,3.4
2016-01-05 22:00:00+07:00,0.0,0.0,0.0,-22.69,3.5
2016-01-05 23:00:00+07:00,0.0,0.0,0.0,-22.59,3.6
2016-01-06 00:00:00+07:00,0.0,0.0,0.0,-22.49,3.7
2016-01-06 01:00:00+07:00,0.0,0.0,0.0,-22.34,3.8
2016-01-06 02:00:00+07:00,0.0,0.0,0.0,-22.2,3.9
2016-01-06 03:00:00+07:00,0.0,0.0,0.0,-22.07,3.9
2016-01-06 04:00:00+07:00,0.0,0.0,0.0,-21.76,4.1
2016-01-06 05:00:00+07:00,0.0,0.0,0.0,-21.46,4.2
2016-01-06 06:00:00+07:00,0.0,0.0,0.0,-21.16,4.3
2016-01-06 07:00:00+07:00,0.0,0.0,0.0,-20.45,4.7
2016-01-06 08:00:00+07:00,0.0,-0.0,0.0,-19.74,5.1
2016-01-06 09:00:00+07:00,0.0,-0.0,0.0,-19.04,5.5
2016-01-06 10:00:00+07:00,0.0,-0.0,0.0,-17.99,5.6
2016-01-06 11:00:00+07:00,8.21039999552655,0.0,8.21039999552655,-16.94,5.7
2016-01-06 12:00:00+07:00,36.040834338550084,5.906789910342603,30.134044428207478,-15.89,5.8
2016-01-06 13:00:00+07:00,20.069866655731566,0.0,20.069866655731566,-15.27,5.7
2016-01-06 14:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-14.66,5.6
2016-01-06 15:00:00+07:00,431.8745442989363,414.2604109621236,17.61413333681268,-14.05,5.5
2016-01-06 16:00:00+07:00,230.20589669836502,224.0889189199245,6.116977778440511,-13.92,5.4
2016-01-06 17:00:00+07:00,0.0,-0.0,0.0,-13.79,5.2
2016-01-06 18:00:00+07:00,0.0,-0.0,0.0,-13.66,5.1
2016-01-06 19:00:00+07:00,0.0,0.0,0.0,-13.75,5.0
2016-01-06 20:00:00+07:00,0.0,0.0,0.0,-13.84,4.8
2016-01-06 21:00:00+07:00,0.0,0.0,0.0,-13.93,4.6
2016-01-06 22:00:00+07:00,0.0,0.0,0.0,-14.2,4.5
2016-01-06 23:00:00+07:00,0.0,0.0,0.0,-14.47,4.4
2016-01-07 00:00:00+07:00,0.0,0.0,0.0,-14.74,4.2
2016-01-07 01:00:00+07:00,0.0,0.0,0.0,-15.09,4.1
2016-01-07 02:00:00+07:00,0.0,0.0,0.0,-15.44,3.9
2016-01-07 03:00:00+07:00,0.0,0.0,0.0,-15.78,3.7
2016-01-07 04:00:00+07:00,0.0,0.0,0.0,-16.07,3.5
2016-01-07 05:00:00+07:00,0.0,0.0,0.0,-16.35,3.4
2016-01-07 06:00:00+07:00,0.0,0.0,0.0,-16.64,3.2
2016-01-07 07:00:00+07:00,0.0,0.0,0.0,-17.97,3.1
2016-01-07 08:00:00+07:00,0.0,-0.0,0.0,-19.3,3.0
2016-01-07 09:00:00+07:00,0.0,-0.0,0.0,-20.63,3.0
2016-01-07 10:00:00+07:00,0.0,-0.0,0.0,-20.04,3.1
2016-01-07 11:00:00+07:00,3.649066664678467,0.0,3.649066664678467,-19.45,3.2
2016-01-07 12:00:00+07:00,138.75404988487395,99.02942768120826,39.72462220366569,-18.86,3.3
2016-01-07 13:00:00+07:00,28.280266651258117,0.0,28.280266651258117,-18.89,3.0
2016-01-07 14:00:00+07:00,9.122666661696169,0.0,9.122666661696169,-18.91,2.6
2016-01-07 15:00:00+07:00,436.0350563806911,418.36243415465816,17.67262222603294,-18.94,2.3
2016-01-07 16:00:00+07:00,232.60325676156216,224.6325012061723,7.9707555553898715,-19.44,2.4
2016-01-07 17:00:00+07:00,0.0,-0.0,0.0,-19.94,2.4
2016-01-07 18:00:00+07:00,0.0,-0.0,0.0,-20.44,2.5
2016-01-07 19:00:00+07:00,0.0,0.0,0.0,-21.3,2.4
2016-01-07 20:00:00+07:00,0.0,0.0,0.0,-22.15,2.3
2016-01-07 21:00:00+07:00,0.0,0.0,0.0,-23.0,2.2
2016-01-07 22:00:00+07:00,0.0,0.0,0.0,-23.17,2.2
2016-01-07 23:00:00+07:00,0.0,0.0,0.0,-23.34,2.2
2016-01-08 00:00:00+07:00,0.0,0.0,0.0,-23.5,2.2
2016-01-08 01:00:00+07:00,0.0,0.0,0.0,-23.63,2.3
2016-01-08 02:00:00+07:00,0.0,0.0,0.0,-23.75,2.4
2016-01-08 03:00:00+07:00,0.0,0.0,0.0,-23.88,2.5
2016-01-08 04:00:00+07:00,0.0,0.0,0.0,-23.82,2.6
2016-01-08 05:00:00+07:00,0.0,0.0,0.0,-23.76,2.6
2016-01-08 06:00:00+07:00,0.0,0.0,0.0,-23.71,2.6
2016-01-08 07:00:00+07:00,0.0,0.0,0.0,-24.05,2.6
2016-01-08 08:00:00+07:00,0.0,-0.0,0.0,-24.39,2.7
2016-01-08 09:00:00+07:00,0.0,-0.0,0.0,-24.74,2.7
2016-01-08 10:00:00+07:00,0.0,-0.0,0.0,-23.78,2.7
2016-01-08 11:00:00+07:00,4.561333330848084,0.0,4.561333330848084,-22.82,2.7
2016-01-08 12:00:00+07:00,60.48787495300742,22.96796386161262,37.519911091394796,-21.86,2.7
2016-01-08 13:00:00+07:00,542.7557730036393,520.4690174407937,22.28675556284562,-21.5,2.6
2016-01-08 14:00:00+07:00,27.3679999850885,0.0,27.3679999850885,-21.14,2.5
2016-01-08 15:00:00+07:00,440.6475524995882,422.00417471816536,18.64337778142281,-20.79,2.4
2016-01-08 16:00:00+07:00,242.1939471062371,234.16470266162696,8.029244444610127,-20.84,2.4
2016-01-08 17:00:00+07:00,0.0,-0.0,0.0,-20.89,2.4
2016-01-08 18:00:00+07:00,0.0,-0.0,0.0,-20.94,2.4
2016-01-08 19:00:00+07:00,0.0,0.0,0.0,-20.82,2.1
2016-01-08 20:00:00+07:00,0.0,0.0,0.0,-20.69,1.8
2016-01-08 21:00:00+07:00,0.0,0.0,0.0,-20.56,1.5
2016-01-08 22:00:00+07:00,0.0,0.0,0.0,-20.42,1.2
2016-01-08 23:00:00+07:00,0.0,0.0,0.0,-20.29,1.0
2016-01-09 00:00:00+07:00,0.0,0.0,0.0,-20.16,0.7
2016-01-09 01:00:00+07:00,0.0,0.0,0.0,-20.01,0.6
2016-01-09 02:00:00+07:00,0.0,0.0,0.0,-19.88,0.5
2016-01-09 03:00:00+07:00,0.0,0.0,0.0,-19.74,0.4
2016-01-09 04:00:00+07:00,0.0,0.0,0.0,-19.54,0.8
2016-01-09 05:00:00+07:00,0.0,0.0,0.0,-19.34,1.1
2016-01-09 06:00:00+07:00,0.0,0.0,0.0,-19.14,1.5
2016-01-09 07:00:00+07:00,0.0,0.0,0.0,-19.66,1.8
2016-01-09 08:00:00+07:00,0.0,-0.0,0.0,-20.18,2.1
2016-01-09 09:00:00+07:00,0.0,-0.0,0.0,-20.71,2.5
2016-01-09 10:00:00+07:00,0.0,-0.0,0.0,-20.43,2.4
2016-01-09 11:00:00+07:00,6.385866663187317,0.0,6.385866663187317,-20.16,2.3
2016-01-09 12:00:00+07:00,84.70212998952411,45.24070778734957,39.46142220217454,-19.88,2.2
2016-01-09 13:00:00+07:00,162.8610680222983,105.65715693835924,57.20391108393905,-20.05,2.0
2016-01-09 14:00:00+07:00,10.034933327865783,0.0,10.034933327865783,-20.21,1.9
2016-01-09 15:00:00+07:00,449.3807507223502,430.64963960709696,18.731111115253192,-20.38,1.7
2016-01-09 16:00:00+07:00,250.7072231121131,242.6194897782827,8.087733333830382,-20.92,1.6
2016-01-09 17:00:00+07:00,0.0,-0.0,0.0,-21.47,1.5
2016-01-09 18:00:00+07:00,0.0,-0.0,0.0,-22.01,1.4
2016-01-09 19:00:00+07:00,0.0,0.0,0.0,-23.25,1.3
2016-01-09 20:00:00+07:00,0.0,0.0,0.0,-24.49,1.3
2016-01-09 21:00:00+07:00,0.0,0.0,0.0,-25.73,1.3
2016-01-09 22:00:00+07:00,0.0,0.0,0.0,-26.28,1.4
2016-01-09 23:00:00+07:00,0.0,0.0,0.0,-26.83,1.5
2016-01-10 00:00:00+07:00,0.0,0.0,0.0,-27.38,1.6
2016-01-10 01:00:00+07:00,0.0,0.0,0.0,-27.72,1.6
2016-01-10 02:00:00+07:00,0.0,0.0,0.0,-28.07,1.7
2016-01-10 03:00:00+07:00,0.0,0.0,0.0,-28.42,1.7
2016-01-10 04:00:00+07:00,0.0,0.0,0.0,-28.56,1.7
2016-01-10 05:00:00+07:00,0.0,0.0,0.0,-28.7,1.7
2016-01-10 06:00:00+07:00,0.0,0.0,0.0,-28.85,1.7
2016-01-10 07:00:00+07:00,0.0,0.0,0.0,-30.01,1.9
2016-01-10 08:00:00+07:00,0.0,-0.0,0.0,-31.17,2.1
2016-01-10 09:00:00+07:00,0.0,-0.0,0.0,-32.34,2.3
2016-01-10 10:00:00+07:00,0.0,-0.0,0.0,-30.43,2.3
2016-01-10 11:00:00+07:00,3.649066664678467,0.0,3.649066664678467,-28.53,2.2
2016-01-10 12:00:00+07:00,38.435959862773004,5.565115436056675,32.87084442671633,-26.62,2.2
2016-01-10 13:00:00+07:00,28.280266651258117,0.0,28.280266651258117,-26.14,2.0
2016-01-10 14:00:00+07:00,10.034933327865783,0.0,10.034933327865783,-25.66,1.9
2016-01-10 15:00:00+07:00,453.0332150156856,433.3313483450425,19.701866670643067,-25.19,1.8
2016-01-10 16:00:00+07:00,259.15456786708427,250.096078977864,9.058488889220255,-25.49,1.9
2016-01-10 17:00:00+07:00,0.0,-0.0,0.0,-25.79,1.9
2016-01-10 18:00:00+07:00,0.0,-0.0,0.0,-26.09,2.0
2016-01-10 19:00:00+07:00,0.0,0.0,0.0,-26.52,2.1
2016-01-10 20:00:00+07:00,0.0,0.0,0.0,-26.94,2.3
2016-01-10 21:00:00+07:00,0.0,0.0,0.0,-27.36,2.5
2016-01-10 22:00:00+07:00,0.0,0.0,0.0,-27.05,2.5
2016-01-10 23:00:00+07:00,0.0,0.0,0.0,-26.74,2.6
2016-01-11 00:00:00+07:00,0.0,0.0,0.0,-26.43,2.7
2016-01-11 01:00:00+07:00,0.0,0.0,0.0,-26.1,2.7
2016-01-11 02:00:00+07:00,0.0,0.0,0.0,-25.76,2.7
2016-01-11 03:00:00+07:00,0.0,0.0,0.0,-25.42,2.6
2016-01-11 04:00:00+07:00,0.0,0.0,0.0,-24.94,2.6
2016-01-11 05:00:00+07:00,0.0,0.0,0.0,-24.46,2.7
2016-01-11 06:00:00+07:00,0.0,0.0,0.0,-23.98,2.7
2016-01-11 07:00:00+07:00,0.0,0.0,0.0,-24.59,2.9
2016-01-11 08:00:00+07:00,0.0,-0.0,0.0,-25.2,3.2
2016-01-11 09:00:00+07:00,0.0,-0.0,0.0,-25.81,3.5
2016-01-11 10:00:00+07:00,0.0,-0.0,0.0,-24.46,3.6
2016-01-11 11:00:00+07:00,4.561333330848084,0.0,4.561333330848084,-23.12,3.7
2016-01-11 12:00:00+07:00,10.947199994035401,0.0,10.947199994035401,-21.77,3.9
2016-01-11 13:00:00+07:00,10.034933327865783,0.0,10.034933327865783,-21.16,3.7
2016-01-11 14:00:00+07:00,10.034933327865783,0.0,10.034933327865783,-20.55,3.4
2016-01-11 15:00:00+07:00,460.65912244589487,440.8695224414214,19.78960000447345,-19.94,3.2
2016-01-11 16:00:00+07:00,266.72418752587555,256.6949430812654,10.029244444610129,-19.86,3.2
2016-01-11 17:00:00+07:00,0.0,-0.0,0.0,-19.77,3.2
2016-01-11 18:00:00+07:00,0.0,-0.0,0.0,-19.69,3.3
2016-01-11 19:00:00+07:00,0.0,0.0,0.0,-19.45,3.5
2016-01-11 20:00:00+07:00,0.0,0.0,0.0,-19.21,3.6
2016-01-11 21:00:00+07:00,0.0,0.0,0.0,-18.97,3.8
2016-01-11 22:00:00+07:00,0.0,0.0,0.0,-18.82,3.8
2016-01-11 23:00:00+07:00,0.0,0.0,0.0,-18.67,3.7
2016-01-12 00:00:00+07:00,0.0,0.0,0.0,-18.51,3.7
2016-01-12 01:00:00+07:00,0.0,0.0,0.0,-18.5,3.7
2016-01-12 02:00:00+07:00,0.0,0.0,0.0,-18.48,3.6
2016-01-12 03:00:00+07:00,0.0,0.0,0.0,-18.45,3.5
2016-01-12 04:00:00+07:00,0.0,0.0,0.0,-18.33,3.5
2016-01-12 05:00:00+07:00,0.0,0.0,0.0,-18.21,3.5
2016-01-12 06:00:00+07:00,0.0,0.0,0.0,-18.09,3.5
2016-01-12 07:00:00+07:00,0.0,0.0,0.0,-18.08,3.7
2016-01-12 08:00:00+07:00,0.0,-0.0,0.0,-18.07,3.9
2016-01-12 09:00:00+07:00,0.0,-0.0,0.0,-18.06,4.1
2016-01-12 10:00:00+07:00,0.0,-0.0,0.0,-17.08,4.2
2016-01-12 11:00:00+07:00,2.7367999985088503,0.0,2.7367999985088503,-16.1,4.3
2016-01-12 12:00:00+07:00,13.68399999254425,0.0,13.68399999254425,-15.12,4.4
2016-01-12 13:00:00+07:00,10.034933327865783,0.0,10.034933327865783,-14.8,4.0
2016-01-12 14:00:00+07:00,10.947199994035401,0.0,10.947199994035401,-14.47,3.7
2016-01-12 15:00:00+07:00,467.720810384274,447.84347704597013,19.87733333830383,-14.15,3.4
2016-01-12 16:00:00+07:00,272.5942799538775,262.5065466200471,10.087733333830384,-14.56,3.4
2016-01-12 17:00:00+07:00,0.0,-0.0,0.0,-14.97,3.4
2016-01-12 18:00:00+07:00,0.0,-0.0,0.0,-15.37,3.4
2016-01-12 19:00:00+07:00,0.0,0.0,0.0,-15.25,3.4
2016-01-12 20:00:00+07:00,0.0,0.0,0.0,-15.12,3.5
2016-01-12 21:00:00+07:00,0.0,0.0,0.0,-15.0,3.5
2016-01-12 22:00:00+07:00,0.0,0.0,0.0,-14.9,3.5
2016-01-12 23:00:00+07:00,0.0,0.0,0.0,-14.8,3.4
2016-01-13 00:00:00+07:00,0.0,0.0,0.0,-14.69,3.3
2016-01-13 01:00:00+07:00,0.0,0.0,0.0,-14.45,3.3
2016-01-13 02:00:00+07:00,0.0,0.0,0.0,-14.21,3.3
2016-01-13 03:00:00+07:00,0.0,0.0,0.0,-13.97,3.3
2016-01-13 04:00:00+07:00,0.0,0.0,0.0,-13.64,3.3
2016-01-13 05:00:00+07:00,0.0,0.0,0.0,-13.32,3.3
2016-01-13 06:00:00+07:00,0.0,0.0,0.0,-13.0,3.3
2016-01-13 07:00:00+07:00,0.0,0.0,0.0,-12.68,3.4
2016-01-13 08:00:00+07:00,0.0,-0.0,0.0,-12.37,3.5
2016-01-13 09:00:00+07:00,0.0,-0.0,0.0,-12.06,3.7
2016-01-13 10:00:00+07:00,0.0,-0.0,0.0,-11.28,3.8
2016-01-13 11:00:00+07:00,2.7367999985088503,0.0,2.7367999985088503,-10.51,3.9
2016-01-13 12:00:00+07:00,39.98564300970386,5.29026525064829,34.69537775905557,-9.74,4.0
2016-01-13 13:00:00+07:00,10.947199994035401,0.0,10.947199994035401,-9.53,3.8
2016-01-13 14:00:00+07:00,10.947199994035401,0.0,10.947199994035401,-9.32,3.7
2016-01-13 15:00:00+07:00,474.2464122053121,454.28134553317784,19.965066672134217,-9.11,3.6
2016-01-13 16:00:00+07:00,285.4317405017327,275.2562738340719,10.175466667660768,-9.24,3.5
2016-01-13 17:00:00+07:00,0.0,-0.0,0.0,-9.36,3.5
2016-01-13 18:00:00+07:00,0.0,-0.0,0.0,-9.49,3.4
2016-01-13 19:00:00+07:00,0.0,0.0,0.0,-9.4,3.4
2016-01-13 20:00:00+07:00,0.0,0.0,0.0,-9.3,3.4
2016-01-13 21:00:00+07:00,0.0,0.0,0.0,-9.21,3.4
2016-01-13 22:00:00+07:00,0.0,0.0,0.0,-9.19,3.3
2016-01-13 23:00:00+07:00,0.0,0.0,0.0,-9.17,3.2
2016-01-14 00:00:00+07:00,0.0,0.0,0.0,-9.15,3.0
2016-01-14 01:00:00+07:00,0.0,0.0,0.0,-9.28,3.0
2016-01-14 02:00:00+07:00,0.0,0.0,0.0,-9.42,3.0
2016-01-14 03:00:00+07:00,0.0,0.0,0.0,-9.56,3.0
2016-01-14 04:00:00+07:00,0.0,0.0,0.0,-9.69,2.8
2016-01-14 05:00:00+07:00,0.0,0.0,0.0,-9.83,2.6
2016-01-14 06:00:00+07:00,0.0,0.0,0.0,-9.97,2.4
2016-01-14 07:00:00+07:00,0.0,0.0,0.0,-10.46,2.3
2016-01-14 08:00:00+07:00,0.0,-0.0,0.0,-10.96,2.1
2016-01-14 09:00:00+07:00,0.0,-0.0,0.0,-11.46,2.0
2016-01-14 10:00:00+07:00,0.0,-0.0,0.0,-11.13,2.1
2016-01-14 11:00:00+07:00,5.4735999970177005,0.0,5.4735999970177005,-10.8,2.1
2016-01-14 12:00:00+07:00,24.631199986579652,0.0,24.631199986579652,-10.47,2.1
2016-01-14 13:00:00+07:00,20.069866655731566,0.0,20.069866655731566,-10.47,2.2
2016-01-14 14:00:00+07:00,10.947199994035401,0.0,10.947199994035401,-10.47,2.3
2016-01-14 15:00:00+07:00,481.1695037872115,460.20443711507727,20.965066672134217,-10.48,2.4
2016-01-14 16:00:00+07:00,291.4950354682746,279.4365465790543,12.058488889220255,-10.71,2.5
2016-01-14 17:00:00+07:00,0.0,-0.0,0.0,-10.94,2.6
2016-01-14 18:00:00+07:00,0.0,-0.0,0.0,-11.17,2.7
2016-01-14 19:00:00+07:00,0.0,0.0,0.0,-11.52,2.6
2016-01-14 20:00:00+07:00,0.0,0.0,0.0,-11.87,2.4
2016-01-14 21:00:00+07:00,0.0,0.0,0.0,-12.22,2.2
2016-01-14 22:00:00+07:00,0.0,0.0,0.0,-12.3,2.3
2016-01-14 23:00:00+07:00,0.0,0.0,0.0,-12.38,2.3
2016-01-15 00:00:00+07:00,0.0,0.0,0.0,-12.45,2.4
2016-01-15 01:00:00+07:00,0.0,0.0,0.0,-12.6,2.4
2016-01-15 02:00:00+07:00,0.0,0.0,0.0,-12.73,2.4
2016-01-15 03:00:00+07:00,0.0,0.0,0.0,-12.88,2.4
2016-01-15 04:00:00+07:00,0.0,0.0,0.0,-12.89,2.3
2016-01-15 05:00:00+07:00,0.0,0.0,0.0,-12.9,2.2
