Mass_Pess1_set;Mass_Pess2_set;Mass_Qess_st1_set;Mass_Qess_st2_set;Mass_Qess1_set;Mass_Qess2_set;Mass_ESS1_mode_set;Mass_ESS2_mode_set;Mass_D1_onoff;Mass_D2_onoff;Mass_D3_onoff;Mass_D4_onoff;Mass_Ppv1_lim;Mass_Ppv2_lim;Mass_Ppv3_lim;Mass_Ppv4_lim;Mass_Ppv5_lim;Mass_Ppv6_lim;Mass_Ppv7_lim;Mass_Ppv1_lim_cr;Mass_Ppv2_lim_cr;Mass_Ppv3_lim_cr;Mass_Ppv4_lim_cr;Mass_Ppv5_lim_cr;Mass_Ppv6_lim_cr;Mass_Ppv7_lim_cr;Mass_Ppv1_lim_sw;Mass_Ppv2_lim_sw;Mass_Ppv3_lim_sw;Mass_Ppv4_lim_sw;Mass_Ppv5_lim_sw;Mass_Ppv6_lim_sw;Mass_Ppv7_lim_sw;Mass_PV1_start;Mass_PV2_start;Mass_PV3_start;Mass_PV4_start;Mass_PV5_start;Mass_PV6_start;Mass_PV7_start;Mass_PV1_stop;Mass_PV2_stop;Mass_PV3_stop;Mass_PV4_stop;Mass_PV5_stop;Mass_PV6_stop;Mass_PV7_stop
49,468238637569996;49,468238637569996;1;1;0;0;1;1;True;False;False;True;0;0;0;0;0;0;0;128;128;128;128;128;128;128;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
